road_geometry_id,source_road_code,source_object_id_nonunique,qgis_name,qgis_district,qgis_village,match_status,candidate_nomor_ruas,candidate_display_name,note
hss-county-193,193,160,Telaga Langsat - Pakuan Timur,Telaga Langsat,Ds. Mandala - Ds. Pakuan Timur,exact_normalized,193,Telaga Langsat - Pakuan Timur,Precheck only; canonical Treatment Engine road_key still required.
hss-county-334,334,301,Jl. Hamayung - Ds. Hakurung Dalam,Daha Utara,Ds. Hamayung - Ds. Hakurung,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-181,181,150,Bamban Tengah - Lok Nyiur,Angkinang,Ds. Bamban,exact_normalized,181,Bamban Tengah - Lok Nyiur,Precheck only; canonical Treatment Engine road_key still required.
hss-county-158,158,132,Mawangi - Pariangan,Padang Batung,Ds. Mawangi - Ds. Batubini,exact_normalized,158,Mawangi - Pariangan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-204,204,182,Wasah Hulu - Amparaya - Simpur,Simpur,Ds. Wasah Hulu - Ds. Simpur,exact_normalized,204,Wasah Hulu - Amparaya - Simpur,Precheck only; canonical Treatment Engine road_key still required.
hss-county-050,050,34,Banyu Barau - Sungai Kalang,Kandangan,Kandangan Barat,exact_normalized,050,Banyu Barau - Sei Kalang,Precheck only; canonical Treatment Engine road_key still required.
hss-county-032,032,23,Jl. Amawang Kanan - Wasah Hulu,Kandangan,DS. Amawang Kanan - Ds. Wasah Hulu,exact_normalized,032,Amawang Kanan - Wasah Hulu,Precheck only; canonical Treatment Engine road_key still required.
hss-county-048,048,31,Sungai Paring - Sei Hanyar Pantai Ulin,Kandangan,Ds. Sungai Paring - Ds. Pantai Ulin,exact_normalized,048,Sungai Paring - Sei Hanyar Pantai Ulin,Precheck only; canonical Treatment Engine road_key still required.
hss-county-041,041,26,SP.3 Baluti - Amawang,Kandangan,Ds. Baluti - Ds. Amawang Kanan,exact_normalized,041,Sp. 3 Baluti - Amawang,Precheck only; canonical Treatment Engine road_key still required.
hss-county-010,010,15,Jl. Nusa Indah,Kandangan,Kandangan Utara,exact_normalized,010,Nusa Indah,Precheck only; canonical Treatment Engine road_key still required.
hss-county-197,197,166,Hamak Timur - Umpaya,Telaga Langsat,Ds. Hamak Timur - Ds. Hamak Utara,exact_normalized,197,Hamak Timur - Umpaya,Precheck only; canonical Treatment Engine road_key still required.
hss-county-029,029,20,Jl. Jafri Zamzam,Kandangan,Ds. Amawang Kiri Muka,exact_normalized,029,Jafri Zamzam,Precheck only; canonical Treatment Engine road_key still required.
hss-county-249,249,212,Jl. Bago Tanggul - Katilang - Teratai,Kalumpang,Ds. Bago Tanggul - Ds. Kalumpang,exact_normalized,249,Bago Tanggul - Katilang - Teratai,Precheck only; canonical Treatment Engine road_key still required.
hss-county-055,055,47,Gambah Luar - Sungai Kudung,Kandangan,Ds. Gambah Luar Muka,exact_normalized,055,Gambah Luar - Sungai Kudung,Precheck only; canonical Treatment Engine road_key still required.
hss-county-142,142,164,Mawangi - Bukuanin - Telaga Langsat,Padang Batung,Ds. Mawangi - Ds. Mandala,exact_normalized,142,Mawangi - Bukuanin - Telaga Langsat,Precheck only; canonical Treatment Engine road_key still required.
hss-county-109,109,98,Jl. Karang Intan - Tanah Bangkang,Sungai Raya,Ds. Sei Raya Selatan - Ds. Tnh Bangkang,exact_normalized,119,Karang Intan - Tanah Bangkang,Precheck only; canonical Treatment Engine road_key still required.
hss-county-259,259,223,Loksado - Loklahung,Loksado,Ds. Loksado - Ds. Loklahung,exact_normalized,259,Loksado - Loklahung,Precheck only; canonical Treatment Engine road_key still required.
hss-county-031,031,22,Amawang Muka - Getek,Kandangan,Ds. Amawang Kiri Muka - Ds. Bariang,exact_normalized,031,Amawang Muka - Getek,Precheck only; canonical Treatment Engine road_key still required.
hss-county-143,143,113,Mandapai - Madang,Padang Batung,Ds. Batubini - Ds. Madang,exact_normalized,143,Mandapai - Madang,Precheck only; canonical Treatment Engine road_key still required.
hss-county-139,139,109,Ambarai - Madang,Padang Batung,Ds. Karang Jawa - Ds. Madang,exact_normalized,149,Ambarai - Madang,Precheck only; canonical Treatment Engine road_key still required.
hss-county-033,033,24,Jl. DI. Panjaitan - Loklua,Kandangan,Ds. Baluti,exact_normalized,033,DI. Panjaitan - Loklua,Precheck only; canonical Treatment Engine road_key still required.
hss-county-262,262,227,Jl. Niagara (Ds. Halunuk) - Ayan,Loksado,Ds. Halunuk,exact_normalized,262,Niagara (Ds. Halunuk) - Ayan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-004,004,4,Jl. Soetoyo - Teluk Mesjid,Kandangan,Kandangan Kota,exact_normalized,004,Soetoyo - Teluk Mesjid,Precheck only; canonical Treatment Engine road_key still required.
hss-county-111,111,101,Paharuangan - Sungai Raya Selatan,Sungai Raya,Ds. Sungai Raya Selatan,exact_normalized,111,Paharuangan - Sei. Raya Selatan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-089,089,68,SP. Batang Kulur Kiri - Tatas,Sungai Raya,Ds. Btng Klr Kiri - Ds. Btng Klr Tengah,exact_normalized,089,Sp. Batang Kulur Kiri - Tatas,Precheck only; canonical Treatment Engine road_key still required.
hss-county-022,022,44,Jl. Rahma Bahran,Kandangan,Kandangan Barat,treatment_engine_alias,022,Rahmah Bahran,Precheck only; canonical Treatment Engine road_key still required.
hss-county-014,014,38,Jl. Kamboja,Kandangan,Kandangan Utara,exact_normalized,014,Kamboja,Precheck only; canonical Treatment Engine road_key still required.
hss-county-015,015,14,Jl. Dahlia,Kandangan,Kandangan Utara,exact_normalized,015,Dahlia,Precheck only; canonical Treatment Engine road_key still required.
hss-county-016,016,9,Jl. KS. Tubun,Kandangan,Kandangan Utara,exact_normalized,016,KS. Tubun,Precheck only; canonical Treatment Engine road_key still required.
hss-county-003,003,3,Jl. Pasar Kandangan - Oprit Jembatan Loklua,Kandangan,Kandangan Kota,treatment_engine_alias,003,Pasar Kandangan - Oprit Jembt. Loklua,Precheck only; canonical Treatment Engine road_key still required.
hss-county-037,037,46,Jl. Kesehatan - Komp. Rumah Dokter,Kandangan,Ds. Baluti,treatment_engine_alias,037,Kesehatan - Komp. Rmh Dokter,Precheck only; canonical Treatment Engine road_key still required.
hss-county-039,039,62,Jl. Bina Bakat,Kandangan,Ds. Tibung Raya,exact_normalized,039,Bina Bakat,Precheck only; canonical Treatment Engine road_key still required.
hss-county-035,035,40,Jl. AES. Nasution,Kandangan,Ds. Baluti,exact_normalized,035,AES Nasution,Precheck only; canonical Treatment Engine road_key still required.
hss-county-072,072,179,Sungai Paring - Toba,Kandangan,Ds. Sungai Paring - Ds. Wasah Hulu,exact_normalized,072,Sungai Paring - Toba,Precheck only; canonical Treatment Engine road_key still required.
hss-county-051,051,35,Tibung Raya - Asam Cangkok,Kandangan,Ds. Tibung Raya - Ds. Telaga Bidadari,treatment_engine_alias,051,Tibung Raya - Asam Cangkuk,Precheck only; canonical Treatment Engine road_key still required.
hss-county-047,047,30,Muara Banta - Karang Jawa,Kandangan,Kandangan Kota - Ds. Karang Jawa Muka,exact_normalized,047,Muara Banta - Karang Jawa,Precheck only; canonical Treatment Engine road_key still required.
hss-county-059,059,53,Jl. Mesjid Kuba,Kandangan,Ds. Amawang Kanan - Ds. Amawang Kr Muka,treatment_engine_alias,059,Mesjid Quba,Precheck only; canonical Treatment Engine road_key still required.
hss-county-084,084,58,Jl. RS. Hasan Basry II,Kandangan,Ds. Hamalau,exact_normalized,084,RS. Hasan Basry II,Precheck only; canonical Treatment Engine road_key still required.
hss-county-092,092,72,Bumi Berkat - Mungkur Galah,Sungai Raya,Ds. Bumi Berkat,exact_normalized,092,Bumi Berkat - Mungkur Galah,Precheck only; canonical Treatment Engine road_key still required.
hss-county-115,115,55,Jl. Matang Gadung - Halalang,Sungai Raya,Ds. Telaga Bidadari,exact_normalized,115,Matang Gadung - Halalang,Precheck only; canonical Treatment Engine road_key still required.
hss-county-097,097,78,Asam Cangkuk - Telaga Bidadari,Sungai Raya,Ds. Amawang Kanan - Ds. Telaga Bidadari,exact_normalized,097,Asam Cangkuk - Telaga Bidadari,Precheck only; canonical Treatment Engine road_key still required.
hss-county-098,098,83,Hamalau - Pahampangan,Sungai Raya,Ds. Hamalau - Ds. Karasikan,exact_normalized,098,Hamalau - Pahampangan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-153,153,125,Jl. Monumen 17 Mei - Mandapai,Padang Batung,Ds. Batubini,exact_normalized,153,Monumen 17 Mei - Mandapai,Precheck only; canonical Treatment Engine road_key still required.
hss-county-266,266,165,Halunuk - Riam Tajam/Talo - Hamak Umpaya,Loksado,Ds. Halunuk - Ds. Hamak Utara,exact_normalized,266,Halunuk - Riam Tajam/Talo - Hamak Umpaya,Precheck only; canonical Treatment Engine road_key still required.
hss-county-173,173,140,Tawia - Kayu Abang,Angkinang,Ds. Tawia - Ds. Kayu Abang,exact_normalized,173,Tawia - Kayu Abang,Precheck only; canonical Treatment Engine road_key still required.
hss-county-183,183,153,Jl.Panggang Hijau - DsTawar,Angkinang,Ds. Tawia - Ds. Sungai Kupang,exact_normalized,183,Panggang Hijau - Ds. Tawar,Precheck only; canonical Treatment Engine road_key still required.
hss-county-174,174,142,Bamban Selatan - Tangang - Panggang Hijau,Angkinang,Ds. Bamban - Ds. Kayu Abang,treatment_engine_alias,174,Bamban Selatan - Tanggang - Panggang Hijau,Precheck only; canonical Treatment Engine road_key still required.
hss-county-058,058,152,Jl. Tembok Kacil. Sei. Kudung,Kandangan,Ds. Gambah Luar - Ds. Tabihi,exact_normalized,058,Tembok Kacil. Sei. Kudung,Precheck only; canonical Treatment Engine road_key still required.
hss-county-202,202,349,Jl. Pantai Langsat - Umpaya,Telaga Langsat,Ds. Hamak Utara,exact_normalized,202,Pantai Langsat - Umpaya,Precheck only; canonical Treatment Engine road_key still required.
hss-county-220,220,194,Garunggang - Hantamangu,Simpur,Ds. Garunggang,exact_normalized,220,Garunggang - Hantamangu,Precheck only; canonical Treatment Engine road_key still required.
hss-county-221,221,195,Jl. KH. Ramli,Simpur,Ds. Amparaya,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-294,294,277,Jl. Habib,Daha Selatan,Ds. Sungai Pinang,exact_normalized,294,Habib,Precheck only; canonical Treatment Engine road_key still required.
hss-county-297,297,284,Jl. Gerilya / (Depan Pustu Habirau),Daha Selatan,Ds. Habirau,exact_normalized,297,Gerilya / (Depan PUSTU Habirau),Precheck only; canonical Treatment Engine road_key still required.
hss-county-307,307,286,Jl. Kantor Camat Daha Selatan II,Daha Selatan,Ds. Tumbukan Banyu,exact_normalized,307,Kantor Camat Daha Selatan II,Precheck only; canonical Treatment Engine road_key still required.
hss-county-341,341,322,Jl. Banua Hanyar - Tanjung Selor,Daha Barat,Ds. Banua Hanyar - Ds. Tanjung Selor,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-342,342,323,Jl. Tanjung Selor - Ds. Badaun,Daha Barat,Ds. Tanjung Selor - Ds. Badaun,exact_normalized,342,Tanjung Selor - Ds. Badaun,Precheck only; canonical Treatment Engine road_key still required.
hss-county-292,292,265,Jl. Musyawarah,Daha Selatan,Ds. Tumbukan Banyu,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-301,301,273,Jl. Muning Tengah - Batang Alai (Pihanin Raya),Daha Selatan,Ds. Muning Tengah - Ds. Pihanin Raya,exact_normalized,301,Muning Tengah - Batang Alai (Pihanin Raya),Precheck only; canonical Treatment Engine road_key still required.
hss-county-326,326,310,Jl. Pesantren Muradiyah,Daha Utara,Ds. Pandak Daun,exact_normalized,326,Pesantren Muradiyah,Precheck only; canonical Treatment Engine road_key still required.
hss-county-324,324,309,Jl. Paramaian,Daha Utara,Ds. Paramaian,exact_normalized,324,Paramaian,Precheck only; canonical Treatment Engine road_key still required.
hss-county-312,312,297,Teluk haur I,Daha Utara,Ds. Teluk haur,exact_normalized,312,Teluk Haur I,Precheck only; canonical Treatment Engine road_key still required.
hss-county-313,313,298,Teluk Haur II,Daha Utara,Ds. Teluk haur,exact_normalized,313,Teluk Haur II,Precheck only; canonical Treatment Engine road_key still required.
hss-county-315,315,311,Jl. Kenanga - Ds. Baruh Kambang,Daha Utara,Ds. Baruh Kambang,exact_normalized,315,Kenanga - Ds. Baruh Kambang,Precheck only; canonical Treatment Engine road_key still required.
hss-county-316,316,303,Jl. SMAN Negara (KH. Abdullah),Daha Utara,Ds. Baruh Kambang,exact_normalized,316,SMAN Negara (KH. Abdullah),Precheck only; canonical Treatment Engine road_key still required.
hss-county-269,269,244,Jl. Bayampah - Tanuhi - Tugu Niih,Loksado,Ds. Hulu Banyu - Ds. Tumingki,exact_normalized,269,Bayampah - Tanuhi - Tugu Niih,Precheck only; canonical Treatment Engine road_key still required.
hss-county-270,270,261,Jl. Kantor Camat Loksado II,Loksado,Ds. Loksado,exact_normalized,270,Kantor Camat Loksado II,Precheck only; canonical Treatment Engine road_key still required.
hss-county-261,261,225,Loklahung - Kamawakan,Loksado,Ds. Loklahung - Ds. Kamawakan,exact_normalized,261,Loklahung - Kamawakan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-263,263,228,Malinau - Katingin - Kamawakan,Loksado,Ds. Malinau - Ds. Kamawakan,exact_normalized,263,Malinau - Katingin - Kamawakan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-064,064,63,Tibung Dalam - Teratai,Kandangan,Ds. Hamalau,exact_normalized,064,Tibung Dalam - Teratai,Precheck only; canonical Treatment Engine road_key still required.
hss-county-157,157,129,Malilingin - Muara Hariang,Padang Batung,Ds. Malilingin - Ds. Batubini,exact_normalized,157,Malilingin - Muara Hariang,Precheck only; canonical Treatment Engine road_key still required.
hss-county-275,275,230,Malaris - Loapanggang,Loksado,Ds. Lok Lahung,exact_normalized,275,Malaris - Loapanggang,Precheck only; canonical Treatment Engine road_key still required.
hss-county-108,108,96,Jl. Tanah Bangkang Menuju Balai Benih Ikan,Sungai Raya,Ds. Pahampangan,exact_normalized,108,Tanah Bangkang Menuju Balai Benih Ikan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-188,188,159,Jl. Pandan Sari,Angkinang,Ds. Angkinang,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-171,171,138,Taniran Selatan Kubah - Buntut Taniran/Wawaran,Angkinang,Ds. Taniran Selatan - Ds. Sungai Kupang,exact_normalized,171,Taniran Selatan Kubah - Buntut Taniran / Wawaran,Precheck only; canonical Treatment Engine road_key still required.
hss-county-100,100,79,Simpang Hamalau - Teluk Pinang,Sungai Raya,Ds. Hamalau - Ds. Karasikan,exact_normalized,100,Simpang Hamalau - Teluk Pinang,Precheck only; canonical Treatment Engine road_key still required.
hss-county-182,182,47,Simp. Bakarung Selatan - Sungai Kudung,Kandangan,Ds. Gambah Luar Muka - Ds. Tabihi,treatment_engine_alias,182,Sp. Bakarung Selatan - Sungai Kudung,Precheck only; canonical Treatment Engine road_key still required.
hss-county-112,112,102,Jl. Bangga TMMD,Sungai Raya,Ds. Telaga Bidadari,exact_normalized,112,Bangga TMMD,Precheck only; canonical Treatment Engine road_key still required.
hss-county-253,253,215,Sirih - Pacakan,Kalumpang,Ds. Sirih,exact_normalized,253,Sirih - Pacakan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-255,255,2465,Jl. Kalumpang Selatan - Ds. Asam Tamiyang,Kalumpang,Ds. Asam,exact_normalized,255,Kalumpang Selatan - Ds. Asam Tamiyang,Precheck only; canonical Treatment Engine road_key still required.
hss-county-146,146,400,Simpang Malutu - Pahampangan,Padang Batung,Ds. Malutu - Ds. Pahampangan,exact_normalized,146,Simpang Malutu - Pahampangan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-224,224,198,Jl. Pendawa - Ds. Tebing Tinggi,Simpur,Ds. Tebing Tinggi,exact_normalized,224,Pendawa - Ds. Tebing Tinggi,Precheck only; canonical Treatment Engine road_key still required.
hss-county-281,281,779,Jl. Tanginau - Balai Haruyan,Loksado,Ds. Tumingki - Ds. Kamawakan,exact_normalized,281,Tanginau - Balai Haruyan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-330,330,369,Jl. Gang Bidan (Ds. Tambak Bitin),Daha Utara,Ds. Tambak Bitin,exact_normalized,330,Gang Bidan (Ds. Tambak Bitin),Precheck only; canonical Treatment Engine road_key still required.
hss-county-320,320,303,Jl. Sukaramai - Keramat,Daha Utara,Ds. Sungai Mandala - Ds. Baruh Kambang,exact_normalized,320,Sukaramai - Keramat,Precheck only; canonical Treatment Engine road_key still required.
hss-county-289,289,262,Bayanan - Habirau Tengah,Daha Selatan,Ds. Bayanan - Ds. Habirau Tengah,exact_normalized,289,Bayanan - Habirau Tengah,Precheck only; canonical Treatment Engine road_key still required.
hss-county-273,273,226,Hulu Banyu - Datar Mangkung -Tumingki,Loksado,Ds. Tumingki,exact_normalized,273,Hulu Banyu - Datar Mangkung - Tumingki,Precheck only; canonical Treatment Engine road_key still required.
hss-county-279,279,238,Jl. Makam Habib Ds. Lumpangi,Loksado,Ds. Lumpangi,exact_normalized,279,Makam Habib - Desa Lumpangi,Precheck only; canonical Treatment Engine road_key still required.
hss-county-118,118,340,Hamalau - Asam Cangkok,Sungai Raya,Ds. Telaga Bidadari - Ds. Amawang Kanan,exact_normalized,118,Hamalau - Asam Cangkok,Precheck only; canonical Treatment Engine road_key still required.
hss-county-286,286,261,Jl. Loksado - Pantai Dusin,Loksado,Ds. Loksado,exact_normalized,286,Loksado - Pantai Dusin,Precheck only; canonical Treatment Engine road_key still required.
hss-county-276,276,255,Jl. Haratai 3 (Balai Kedayang) / SDN Haratai 3,Loksado,Ds. Haratai,exact_normalized,276,Haratai 3 (Balai Kedayang) / SDN Haratai 3,Precheck only; canonical Treatment Engine road_key still required.
hss-county-277,277,233,Jl. Haratai 2 (SDN Haratai2),Loksado,Ds. Haratai,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-264,264,230,Loklahung - Malaris,Loksado,Ds. Loklahung,exact_normalized,264,Loklahung - Malaris,Precheck only; canonical Treatment Engine road_key still required.
hss-county-278,278,234,Jl. Bubuih - Kandihin,Loksado,Ds. Halunuk,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-318,318,311,Jl. Silaturahim,Daha Utara,Ds. Mandala Murung Mesjid,treatment_engine_alias,318,Silaturrahim,Precheck only; canonical Treatment Engine road_key still required.
hss-county-317,317,311,Jl. Pertukangan,Daha Utara,Ds. Baruh Kambang,exact_normalized,317,Pertukangan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-329,329,359,Jl. Samping Kantor Camat Daha Utara,Daha Utara,Ds. Tambak Bitin,exact_normalized,329,Samping Kantor Camat Daha Utara,Precheck only; canonical Treatment Engine road_key still required.
hss-county-308,308,363,Jl. Sungai Bugundi,Daha Utara,Ds. Baruh Jaya,exact_normalized,308,Sungai Bugundi,Precheck only; canonical Treatment Engine road_key still required.
hss-county-191,191,347,Jl. Bamban (Tibung) - Martajiwa,Angkinang,Ds. Bamban,exact_normalized,191,Bamban (Tibung) - Martajiwa,Precheck only; canonical Treatment Engine road_key still required.
hss-county-218,218,1927,Jl. Papagaran - Ds. Amawang Kanan,Simpur,Ds. Amawang Kanan,exact_normalized,218,Papagaran - Ds. Amawang Kanan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-285,285,357,Jl. Kacang Parang (Ulang) - Balai Wariung,Loksado,Ds. Ulang,exact_normalized,285,Kacang Parang (Ulang) - Balai Wariung,Precheck only; canonical Treatment Engine road_key still required.
hss-county-283,283,357,Jl. Ulang - Kacang Parang,Loksado,Ds. Ulang,exact_normalized,283,Ulang - Kacang Parang,Precheck only; canonical Treatment Engine road_key still required.
hss-county-284,284,357,Jl. Kacang Parang (Ulang) - Balai Mawak-Kias,Loksado,Ds. Ulang,exact_normalized,284,Kacang Parang (Ulang) - Balai Mawak-Kias,Precheck only; canonical Treatment Engine road_key still required.
hss-county-280,280,237,Jl. Datar Belimbing - Muara Kitar,Loksado,Ds. Hulu Banyu - Ds. Lumpangi,exact_normalized,280,Datar Belimbing - Muara Kitar,Precheck only; canonical Treatment Engine road_key still required.
hss-county-120,120,651,Mangaris - Limau Manis,Sungai Raya,Ds. Hariti - Ds. Ida Manggala,exact_normalized,120,Mangaris - Limau Manis,Precheck only; canonical Treatment Engine road_key still required.
hss-county-165,165,938,Muara Hariang - Bayumbung,Padang Batung,Ds. Batubini - Ds. Halunuk,exact_normalized,165,Muara Hariang - Bayumbung,Precheck only; canonical Treatment Engine road_key still required.
hss-county-198,198,169,Jl. Hamak - Umbai,Telaga Langsat,Ds. Hamak,exact_normalized,198,Hamak - Umbai,Precheck only; canonical Treatment Engine road_key still required.
hss-county-298,298,283,Jl. Harapan (SDN Habirau II)/Sei. Palangan,Daha Selatan,Ds. Habirau Tengah,exact_normalized,298,Harapan (SDN Habirau II)/ Sei. Palangan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-167,167,56,Bakarung - Rantauan,Angkinang,Ds. Bakarung - Ds. Gambah Dalam Barat,exact_normalized,167,Bakarung - Rantauan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-168,168,135,Taniran Selatan - Rantauan,Angkinang,Ds. Bakarung - Ds. Taniran Selatan,exact_normalized,168,Taniran Selatan - Rantauan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-258,258,222,Tanuhi - Ulang,Loksado,Ds. Hulu Banyu - Ds. Muara Ulang,exact_normalized,258,Tanuhi - Ulang,Precheck only; canonical Treatment Engine road_key still required.
hss-county-256,256,614,Jl. Balimau - Murung Dalam,Kalumpang,Ds. Balimau,exact_normalized,256,Balimau - Murung Dalam,Precheck only; canonical Treatment Engine road_key still required.
hss-county-299,299,268,Samuda - Bajayau,Daha Selatan,Ds. Samuda - Ds. Bajayau,exact_normalized,299,Samuda - Bajayau,Precheck only; canonical Treatment Engine road_key still required.
hss-county-006,006,326,Jl. Merah Johansyah - Jl. Melati,Kandangan,Kandangan Kota,exact_normalized,006,Merah Johansyah - Melati,Precheck only; canonical Treatment Engine road_key still required.
hss-county-026,026,338,Singakarsa - Getek,Kandangan,Kandangan Barat - Ds. Amawang Kiri Muka,exact_normalized,026,Singakarsa - Getek,Precheck only; canonical Treatment Engine road_key still required.
hss-county-034,034,0,Jl. Jend. Sudirman,Kandangan,Ds. Tibung Raya - Ds. Hamalau,exact_normalized,034,Jend. Sudirman,Precheck only; canonical Treatment Engine road_key still required.
hss-county-069,069,330,Jl. Baiturrahim,Kandangan,Kandangan Barat - Ds. Gambah Dalam,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-070,070,331,Jl. Newangsekarti - Ds. Gambah Luar Muka,Kandangan,Ds. Gambah Luar Muka,exact_normalized,070,Newangsekarti - Ds. Gambah Luar Muka,Precheck only; canonical Treatment Engine road_key still required.
hss-county-071,071,332,Jl. Tembok Baru (Asam Cangkok,Kandangan,Ds. Sungai Paring - Ds. Amawang Kanan,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-073,073,333,Jl. Tembok Baru - Baluti,Kandangan,Ds. Baluti - Ds. Tibung Raya,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-075,075,335,Jl. Bariang - Patigan,Kandangan,Ds. Bariang - Ds. Amawang Kiri,exact_normalized,075,Bariang - Patigan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-076,076,339,Gambah Dalam Barat - Mahulung,Kandangan,Ds. Gambah Dlm Brt - Ds. Taniran Seltan,exact_normalized,076,Gambah Dalam Barat - Mahulung,Precheck only; canonical Treatment Engine road_key still required.
hss-county-078,078,0,Jl. Menuju SMP 7 - Ds. Gambah Dalam,Kandangan,Ds. Gambah Dalam - Ds. Gambah Dlm Brt,exact_normalized,078,Menuju SMP 7 - Ds. Gambah Dalam,Precheck only; canonical Treatment Engine road_key still required.
hss-county-079,079,336,Jl. Telaga Banta - Patigan,Kandangan,Ds. Amawang Kiri - Ds. Lungau,exact_normalized,079,Telaga Banta - Patigan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-080,080,49,Jl. Nomura,Kandangan,Kandangan Kota - Ds. Jambu Hilir,exact_normalized,080,Nomura,Precheck only; canonical Treatment Engine road_key still required.
hss-county-240,240,0,Jl. Slasa Garih - Ds. Kapuh,Simpur,Ds. Kapuh,exact_normalized,240,Slasa Garih - Ds. Kapuh,Precheck only; canonical Treatment Engine road_key still required.
hss-county-122,122,0,Paharuangan - Asam Dua,Sungai Raya,Ds. Sungai Raya Selatan,exact_normalized,122,Paharuangan - Asam Dua,Precheck only; canonical Treatment Engine road_key still required.
hss-county-274,274,221,Lambuk - Ds. Tumingki,Loksado,Ds. Tumingki,exact_normalized,274,Lambuk - Ds. Tumingki,Precheck only; canonical Treatment Engine road_key still required.
hss-county-081,081,43,Jl. Lorong Bupati,Kandangan,Kandangan Kota,exact_normalized,081,Lorong Bupati,Precheck only; canonical Treatment Engine road_key still required.
hss-county-123,123,2465,Asam Seranggan - Asam Tamiyang,Sungai Raya,Ds. Asam - Ds. Tamiyang,exact_normalized,123,Asam Seranggan - Asam Tamiyang,Precheck only; canonical Treatment Engine road_key still required.
hss-county-125,125,2458,Jl. Baru - Asam Desa Baru/Asam,Sungai Raya,Ds. Baru - Ds. Asam,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-161,161,100,Jl. Padang Rasau (Tambak Tamiang) - Paku Pantai,Padang Batung,Ds. Jambu Hulu - Ds. Baluti,exact_normalized,161,Padang Rasau (Tambak Tamiang) - Paku Pantai,Precheck only; canonical Treatment Engine road_key still required.
hss-county-124,124,99,Jl. Papancan - Ds. Tanah Bangkang,Sungai Raya,Ds. Pahampangan - Ds. Tanah Bangkang,exact_normalized,124,Papancan - Ds. Tanah Bangkang,Precheck only; canonical Treatment Engine road_key still required.
hss-county-126,126,99,Jl. Sungai Namang - Ds. Tanah Bangkang,Sungai Raya,Ds. Tanah Bangkang,exact_normalized,126,Sungai Namang - Ds. Tanah Bangkang,Precheck only; canonical Treatment Engine road_key still required.
hss-county-127,127,99,Jl. Jarau - Parandakan,Sungai Raya,Ds. Ida Manggala,exact_normalized,127,Jarau - Parandakan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-128,128,99,Jl. Mungkur Galah - Lokpaikat,Sungai Raya,Ds. Bumi Berkat,exact_normalized,128,Mungkur Galah - Lokpaikat,Precheck only; canonical Treatment Engine road_key still required.
hss-county-107,107,2465,Jl. Tamiyang - Ds. Tamiyang (Eks TMMD),Sungai Raya,Ds. Tamiyang,exact_normalized,107,Tamiyang - Ds. Tamiyang (Eks TMMD),Precheck only; canonical Treatment Engine road_key still required.
hss-county-159,159,342,Jambu Hulu - Paku Pantai,Padang Batung,Ds. Jambu Hulu,exact_normalized,169,Jambu Hulu - Paku Pantai,Precheck only; canonical Treatment Engine road_key still required.
hss-county-160,160,99,Jl. Sungai Minting - Ds. Malutu,Padang Batung,Ds. Malutu,exact_normalized,160,Sungai Minting - Ds. Malutu,Precheck only; canonical Treatment Engine road_key still required.
hss-county-163,163,99,Jl. Menuju SMPN Malilingin,Padang Batung,Ds. Malilingin,exact_normalized,163,Menuju SMPN Malilingin,Precheck only; canonical Treatment Engine road_key still required.
hss-county-189,189,347,Jl. Bamban Selatan - Pakuan Balunan,Angkinang,Ds. Bamban Selatan,exact_normalized,199,Bamban Selatan - Pakuan Balunan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-190,190,346,Jl. Kayu Abang - Paya,Angkinang,Ds. Kayu Abang,exact_normalized,190,Kayu Abang - Paya,Precheck only; canonical Treatment Engine road_key still required.
